worker_id,age,gender,education_level,experience_years,job_role,skill_score,daily_wage,work_hours,site_type,city_tier,safety_training,accident_history,attendance_rate,contractor_rating,project_deadline_days,weather_condition,productivity_score
237,51,Male,HighSchool,8,Mason,0,987,7,Residential,Tier3,No,2,0.78,2.6,21,Extreme,33.8
238,18,Male,,14,Mason,1,1311,8,Commercial,Tier2,Yes,3,0.77,3.1,35,Rainy,34.6
239,45,Female,HighSchool,19,Electrician,0,910,6,Commercial,Tier2,Yes,3,0.68,2.6,87,Rainy,36.3
240,30,Male,Degree,19,Supervisor,1,1093,8,Commercial,Tier1,No,1,0.62,2.5,43,Extreme,58.9
241,31,Male,Degree,6,Mason,0,893,7,Commercial,Tier2,Yes,2,0.8,4.2,43,Rainy,48.2
242,54,Male,,11,Supervisor,0,772,8,Commercial,Tier1,Yes,1,0.97,2.7,48,Normal,56.9
243,32,Male,HighSchool,8,Supervisor,0,833,6,Infrastructure,Tier2,No,0,0.71,2.6,96,Extreme,51.2
244,33,Female,Degree,10,Engineer,1,605,9,Infrastructure,Tier2,No,2,0.66,4.9,55,Extreme,26.6
245,21,Male,Diploma,12,Engineer,0,1030,7,Infrastructure,Tier2,Yes,3,0.62,3.1,23,Rainy,35.8
246,48,Male,,11,Supervisor,0,1434,7,Infrastructure,Tier3,No,2,0.82,4.0,18,Normal,41.5
247,58,Female,HighSchool,6,Supervisor,1,557,6,Residential,Tier3,Yes,0,0.65,3.1,75,Normal,35.4
248,29,Male,Degree,4,Mason,1,602,9,Residential,Tier2,Yes,1,0.95,4.1,112,Normal,47.0
249,50,Female,Diploma,13,Supervisor,0,606,7,Residential,Tier3,Yes,3,0.97,3.7,80,Rainy,23.9
250,47,Female,,8,Engineer,0,649,9,Infrastructure,Tier3,Yes,2,0.81,4.1,69,Normal,23.2
251,42,Male,Diploma,17,Supervisor,1,482,8,Commercial,Tier3,No,3,0.96,3.6,47,Rainy,41.7
252,20,Male,Diploma,20,Mason,1,1483,6,Commercial,Tier3,Yes,1,0.98,4.0,59,Extreme,40.2
253,47,Male,,12,Mason,1,1471,7,Infrastructure,Tier2,No,0,0.77,4.0,24,Rainy,40.0
254,55,Female,Degree,6,Electrician,0,1287,8,Residential,Tier1,Yes,0,0.61,4.2,11,Extreme,57.2
255,28,Male,Degree,1,Engineer,0,458,9,Commercial,Tier1,Yes,1,0.77,4.6,33,Rainy,62.1
256,20,Male,,14,Engineer,0,1145,10,Residential,Tier3,No,2,0.87,3.5,117,Extreme,35.0
257,57,Female,Degree,1,Mason,1,1307,9,Residential,Tier2,Yes,1,0.98,3.3,56,Extreme,50.7
258,36,Female,Degree,4,Electrician,0,1437,9,Infrastructure,Tier3,Yes,1,0.95,4.2,54,Normal,32.2
259,49,Female,Diploma,19,Supervisor,0,663,9,Residential,Tier2,Yes,0,0.75,4.8,108,Extreme,42.1
260,31,Female,Degree,1,Engineer,1,645,9,Infrastructure,Tier3,Yes,0,0.82,2.8,56,Rainy,33.5
261,25,Male,Degree,16,Engineer,1,891,10,Residential,Tier2,Yes,1,0.64,2.6,106,Rainy,41.2
262,54,Female,HighSchool,9,Mason,0,466,10,Residential,Tier2,No,2,0.65,5.0,45,Normal,34.3
263,18,Female,Degree,7,Engineer,0,438,10,Infrastructure,Tier2,No,2,0.67,3.1,73,Rainy,28.3
264,39,Male,Degree,16,Engineer,1,744,7,Residential,Tier3,Yes,3,0.94,3.6,89,Extreme,46.4
265,47,Female,HighSchool,12,Mason,1,1325,10,Commercial,Tier1,Yes,1,0.67,3.0,113,Rainy,48.4
266,20,Male,Degree,9,Supervisor,0,426,6,Commercial,Tier3,No,1,0.71,3.7,45,Normal,48.1
267,33,Female,HighSchool,18,Engineer,1,582,7,Infrastructure,Tier2,Yes,3,0.67,4.5,111,Extreme,14.2
268,19,Female,Degree,11,Mason,0,803,10,Residential,Tier3,Yes,3,0.73,2.9,22,Normal,31.5
269,48,Male,Diploma,11,Mason,1,1167,10,Residential,Tier2,No,2,0.87,4.4,112,Normal,35.7
270,25,Male,Diploma,13,Electrician,0,1271,8,Residential,Tier2,No,3,0.89,4.3,10,Normal,46.7
271,33,Female,,1,Mason,1,1294,8,Commercial,Tier1,No,3,0.93,2.9,84,Rainy,29.5
272,48,Male,HighSchool,2,Mason,1,842,9,Infrastructure,Tier2,Yes,2,0.69,3.6,100,Rainy,36.6
273,57,Male,HighSchool,1,Mason,0,1451,7,Residential,Tier2,Yes,1,0.74,4.2,66,Normal,41.7
274,29,Male,,2,Supervisor,1,1245,7,Infrastructure,Tier2,Yes,3,0.92,3.7,53,Normal,34.0
275,28,Male,Diploma,8,Electrician,1,561,6,Residential,Tier1,No,0,0.81,4.5,22,Rainy,44.4
276,24,Male,,19,Supervisor,0,1406,10,Residential,Tier2,Yes,1,0.88,3.0,86,Extreme,40.7
277,38,Female,,11,Mason,1,1118,9,Residential,Tier3,No,3,0.84,2.9,100,Extreme,17.9
278,57,Male,,1,Supervisor,0,1317,7,Infrastructure,Tier3,Yes,2,0.85,3.7,91,Extreme,29.9
279,47,Female,Diploma,2,Mason,0,1085,10,Infrastructure,Tier2,Yes,2,0.85,3.4,95,Normal,26.6
280,27,Male,HighSchool,13,Engineer,1,1216,9,Residential,Tier2,No,1,0.89,3.8,74,Normal,44.3
281,28,Male,Degree,7,Mason,1,685,8,Infrastructure,Tier3,Yes,2,0.91,4.2,78,Normal,48.3
282,31,Female,,13,Supervisor,1,648,6,Commercial,Tier1,No,3,0.85,4.9,110,Rainy,32.7
283,26,Male,,7,Engineer,1,1366,8,Residential,Tier3,No,0,0.88,4.7,23,Extreme,56.7
284,32,Female,Degree,9,Electrician,0,454,10,Residential,Tier1,No,0,0.72,4.7,41,Rainy,45.1
285,50,Male,Degree,18,Supervisor,1,1460,6,Residential,Tier2,Yes,2,0.6,4.0,13,Rainy,37.8
286,28,Female,Diploma,13,Supervisor,1,1099,10,Infrastructure,Tier1,No,2,0.82,4.0,89,Rainy,32.1
287,56,Male,,11,Mason,0,1489,10,Residential,Tier3,Yes,3,0.81,4.1,106,Normal,34.1
288,52,Male,Diploma,0,Supervisor,0,1239,10,Infrastructure,Tier1,No,1,0.89,4.2,53,Extreme,51.2
289,24,Male,,16,Mason,0,1158,7,Residential,Tier3,Yes,3,0.94,3.6,55,Extreme,36.6
290,57,Male,HighSchool,5,Engineer,0,782,7,Residential,Tier3,Yes,0,0.97,2.6,33,Normal,44.7
291,23,Male,HighSchool,1,Engineer,1,1026,9,Residential,Tier2,No,0,0.73,3.5,61,Rainy,55.1
292,30,Female,Degree,11,Supervisor,0,455,10,Infrastructure,Tier1,Yes,1,0.99,4.8,73,Extreme,45.1
293,57,Male,Degree,15,Supervisor,0,1091,7,Commercial,Tier3,Yes,0,0.92,2.8,106,Normal,62.9
294,35,Male,HighSchool,17,Mason,1,475,6,Commercial,Tier2,Yes,2,0.63,3.5,10,Rainy,43.9
295,39,Female,Degree,9,Engineer,0,1267,6,Infrastructure,Tier1,No,1,1.0,4.9,12,Rainy,61.5
296,30,Male,HighSchool,8,Mason,1,960,10,Residential,Tier1,Yes,3,0.67,4.1,103,Rainy,41.2
297,43,Male,,6,Engineer,0,1377,9,Infrastructure,Tier3,No,0,0.62,4.4,25,Rainy,32.4
298,33,Female,,3,Engineer,0,1306,6,Infrastructure,Tier1,No,3,0.64,3.4,11,Extreme,18.7
299,36,Female,HighSchool,8,Supervisor,1,788,6,Commercial,Tier1,No,2,0.94,4.6,112,Rainy,35.4
300,47,Male,Degree,15,Electrician,0,1221,8,Commercial,Tier2,No,1,0.77,3.8,25,Normal,47.5
301,19,Male,Diploma,20,Engineer,1,760,8,Infrastructure,Tier2,Yes,0,0.66,4.0,21,Rainy,48.2
302,39,Female,Diploma,7,Engineer,1,1437,7,Infrastructure,Tier3,Yes,3,0.77,4.0,32,Extreme,16.5
303,37,Female,,4,Supervisor,0,611,9,Infrastructure,Tier2,Yes,3,0.81,4.6,38,Normal,18.0
304,20,Male,HighSchool,13,Supervisor,0,773,9,Commercial,Tier2,No,0,0.92,4.8,14,Normal,65.3
305,28,Female,,1,Electrician,0,480,7,Infrastructure,Tier2,No,3,0.89,2.9,94,Extreme,20.7
306,31,Female,Degree,2,Mason,1,531,7,Residential,Tier2,Yes,2,0.87,3.1,43,Extreme,26.8
307,47,Female,Degree,1,Mason,0,441,9,Commercial,Tier1,No,1,0.69,4.2,39,Extreme,32.1
308,34,Male,HighSchool,1,Supervisor,1,787,7,Residential,Tier1,No,1,0.73,2.7,104,Normal,45.5
309,22,Male,,9,Engineer,0,1209,9,Commercial,Tier1,No,2,0.97,3.9,20,Rainy,47.9
310,46,Male,,6,Mason,1,1135,10,Residential,Tier3,No,3,0.83,3.3,45,Extreme,28.2
311,26,Female,HighSchool,17,Mason,0,803,10,Infrastructure,Tier1,No,1,0.86,4.9,100,Extreme,38.1
312,35,Female,HighSchool,2,Electrician,0,1354,6,Commercial,Tier2,Yes,1,0.93,4.7,78,Normal,41.8
313,47,Female,Degree,4,Electrician,1,474,8,Infrastructure,Tier3,Yes,2,0.85,3.7,22,Extreme,32.2
314,39,Female,Degree,18,Mason,1,599,7,Commercial,Tier2,No,0,0.61,4.1,83,Normal,46.0
315,53,Male,,4,Mason,0,980,6,Commercial,Tier1,Yes,0,0.7,2.6,54,Normal,56.6
316,24,Female,,19,Supervisor,0,866,8,Commercial,Tier3,Yes,2,0.94,2.5,41,Normal,40.7
317,57,Female,Degree,10,Mason,1,1072,10,Residential,Tier2,Yes,3,0.7,4.6,90,Normal,37.0
318,22,Male,Degree,14,Electrician,1,1481,9,Commercial,Tier3,Yes,0,0.77,2.7,118,Rainy,51.2
319,47,Female,Diploma,1,Supervisor,1,1241,8,Commercial,Tier1,No,1,0.94,3.5,66,Normal,46.1
320,34,Female,Degree,12,Engineer,0,1245,7,Infrastructure,Tier3,No,0,0.85,4.4,102,Rainy,41.8
321,58,Female,Degree,11,Engineer,0,703,6,Residential,Tier1,No,0,0.91,2.6,34,Extreme,52.3
322,25,Male,HighSchool,17,Mason,1,430,6,Commercial,Tier3,Yes,2,0.96,4.6,116,Normal,43.3
323,22,Male,Diploma,8,Mason,0,618,7,Commercial,Tier1,Yes,0,0.79,4.0,72,Normal,61.2
324,38,Female,Diploma,1,Supervisor,1,1358,10,Residential,Tier1,Yes,0,0.74,4.3,29,Normal,34.1
325,30,Female,,6,Engineer,1,450,6,Infrastructure,Tier1,No,2,0.87,4.3,59,Extreme,38.6
326,32,Female,Degree,12,Supervisor,1,1407,7,Residential,Tier2,No,3,0.89,3.7,105,Rainy,41.4
327,31,Male,Diploma,6,Mason,0,1476,8,Infrastructure,Tier1,Yes,0,0.93,3.4,99,Normal,67.4
328,21,Male,HighSchool,19,Engineer,1,1183,7,Commercial,Tier1,Yes,1,0.71,3.5,21,Extreme,52.1
329,20,Female,Diploma,16,Supervisor,0,1242,8,Infrastructure,Tier1,Yes,2,0.71,3.8,40,Normal,37.2
330,27,Female,HighSchool,20,Mason,0,749,9,Infrastructure,Tier1,Yes,3,0.67,3.6,47,Extreme,33.2
331,32,Male,HighSchool,17,Electrician,0,954,8,Infrastructure,Tier1,No,2,0.67,3.3,62,Normal,34.3
332,26,Male,Degree,15,Mason,0,1325,10,Residential,Tier3,No,3,0.65,2.6,51,Rainy,23.5
333,60,Female,Diploma,16,Electrician,0,1443,9,Residential,Tier1,Yes,1,0.65,4.1,12,Normal,38.8
334,59,Female,,10,Supervisor,1,604,9,Commercial,Tier2,Yes,1,0.74,4.0,91,Normal,30.4
335,41,Female,,4,Engineer,0,1240,6,Residential,Tier3,No,0,0.92,4.9,63,Normal,35.8
336,53,Female,Diploma,13,Mason,1,1187,10,Residential,Tier2,No,0,0.99,3.1,96,Extreme,44.7
337,55,Female,,4,Electrician,0,1122,8,Commercial,Tier1,No,2,0.94,4.7,25,Normal,40.6
338,59,Male,,2,Engineer,1,1424,9,Residential,Tier2,Yes,2,0.97,3.2,116,Normal,32.2
339,24,Female,,11,Engineer,0,672,7,Commercial,Tier1,No,2,0.63,3.0,95,Normal,22.1
340,25,Male,,1,Engineer,1,1196,9,Infrastructure,Tier1,No,1,0.78,2.9,119,Extreme,51.7
341,20,Female,,1,Supervisor,0,925,8,Infrastructure,Tier2,No,2,0.78,2.5,75,Normal,34.9
342,29,Female,Degree,6,Electrician,1,535,6,Residential,Tier3,Yes,1,0.92,4.4,12,Rainy,36.6
343,35,Male,HighSchool,0,Electrician,1,1170,9,Infrastructure,Tier3,No,1,0.64,3.3,108,Extreme,38.6
344,18,Male,Diploma,0,Electrician,1,1238,8,Commercial,Tier2,No,1,0.84,4.0,47,Normal,40.6
345,29,Female,Degree,7,Mason,0,1213,8,Residential,Tier1,No,1,0.94,4.2,21,Normal,40.9
346,46,Female,HighSchool,1,Mason,0,658,10,Residential,Tier3,No,0,0.99,4.9,48,Normal,48.3
347,47,Female,,14,Mason,1,596,6,Residential,Tier3,Yes,3,0.96,3.3,101,Extreme,31.2
348,43,Female,HighSchool,2,Engineer,1,561,8,Infrastructure,Tier2,No,0,0.62,4.6,22,Extreme,47.6
349,55,Male,Diploma,17,Electrician,0,686,8,Commercial,Tier3,No,1,0.88,2.6,28,Rainy,45.3
350,58,Male,,12,Mason,0,1315,8,Infrastructure,Tier3,Yes,1,0.69,3.5,95,Extreme,35.6
351,53,Male,HighSchool,16,Electrician,0,1416,9,Residential,Tier2,Yes,3,0.69,2.9,62,Extreme,25.6
352,59,Male,Degree,8,Mason,0,830,6,Infrastructure,Tier2,No,0,0.64,2.9,10,Normal,64.0
353,60,Female,Diploma,10,Mason,0,1308,8,Commercial,Tier3,Yes,1,0.68,3.7,66,Normal,24.0
354,47,Male,Diploma,10,Engineer,0,1214,9,Commercial,Tier2,Yes,0,0.79,3.1,27,Extreme,48.6
355,22,Male,Degree,15,Mason,1,629,8,Commercial,Tier3,Yes,1,0.88,4.0,27,Normal,42.9
356,37,Female,Degree,5,Supervisor,0,773,6,Infrastructure,Tier3,Yes,2,0.98,2.6,39,Rainy,39.9
357,32,Male,HighSchool,2,Engineer,0,805,6,Infrastructure,Tier3,Yes,1,0.89,4.5,13,Normal,34.2
358,38,Female,Diploma,9,Engineer,1,1004,8,Infrastructure,Tier2,Yes,2,0.67,3.8,59,Extreme,37.5
359,34,Male,,2,Electrician,0,811,8,Residential,Tier1,Yes,2,0.77,4.0,35,Normal,40.6
360,29,Male,,17,Mason,1,1358,10,Commercial,Tier3,Yes,0,0.73,3.6,28,Rainy,46.3
361,18,Male,Diploma,7,Mason,1,560,7,Infrastructure,Tier3,Yes,1,0.73,3.1,23,Normal,40.9
362,18,Male,,11,Engineer,1,1013,10,Residential,Tier1,Yes,0,0.62,4.1,61,Rainy,45.9
363,20,Male,HighSchool,2,Mason,1,414,10,Commercial,Tier2,No,3,0.73,4.9,70,Extreme,35.0
364,42,Female,Degree,12,Mason,1,1024,9,Commercial,Tier1,No,0,0.84,3.2,88,Rainy,63.6
365,20,Male,HighSchool,2,Engineer,0,762,8,Residential,Tier1,Yes,1,0.99,3.6,52,Normal,51.4
366,24,Male,Diploma,18,Mason,1,778,7,Infrastructure,Tier3,Yes,1,0.86,3.6,103,Extreme,55.2
367,52,Male,HighSchool,18,Mason,0,506,10,Residential,Tier1,No,0,0.7,4.8,112,Extreme,65.6
368,35,Male,Diploma,12,Mason,1,660,7,Residential,Tier1,No,2,0.79,3.2,43,Extreme,44.4
369,50,Male,,6,Electrician,1,1033,7,Infrastructure,Tier1,Yes,1,0.73,4.9,40,Rainy,57.4
370,23,Male,HighSchool,5,Mason,0,1371,7,Commercial,Tier1,No,0,1.0,4.8,58,Normal,60.5
371,59,Female,HighSchool,9,Electrician,0,425,10,Residential,Tier1,No,1,0.98,3.5,49,Rainy,34.5
372,58,Male,HighSchool,7,Engineer,1,785,7,Commercial,Tier1,Yes,3,0.84,2.5,55,Extreme,31.9
373,51,Female,HighSchool,8,Electrician,1,700,7,Infrastructure,Tier2,Yes,0,0.69,3.7,115,Extreme,31.6
374,54,Female,,8,Electrician,0,661,7,Residential,Tier1,No,0,0.78,3.8,81,Rainy,53.0
375,30,Female,Diploma,11,Electrician,0,867,8,Commercial,Tier1,Yes,2,0.8,3.6,114,Rainy,39.5
376,31,Female,Degree,16,Electrician,0,1379,9,Residential,Tier1,Yes,1,0.62,3.8,91,Normal,52.0
377,18,Female,Degree,17,Engineer,0,987,8,Commercial,Tier3,No,0,0.7,3.0,15,Normal,41.1
378,21,Male,HighSchool,2,Supervisor,0,855,10,Commercial,Tier3,No,3,0.81,3.4,13,Rainy,29.4
379,40,Male,,14,Mason,0,1315,7,Residential,Tier3,Yes,0,0.75,2.7,10,Extreme,37.4
380,30,Female,Diploma,0,Supervisor,1,1042,9,Commercial,Tier2,Yes,1,0.99,4.6,119,Rainy,28.8
381,37,Female,HighSchool,17,Mason,0,1128,10,Residential,Tier1,No,2,0.62,3.1,24,Rainy,43.3
382,51,Male,Degree,6,Supervisor,0,672,10,Commercial,Tier1,Yes,3,0.63,4.7,112,Rainy,37.2
383,42,Male,Degree,9,Electrician,0,1431,6,Infrastructure,Tier1,Yes,0,0.78,3.5,82,Normal,72.3
384,21,Female,Degree,17,Electrician,0,568,6,Commercial,Tier2,Yes,1,0.76,2.9,68,Rainy,39.5
385,51,Female,,1,Supervisor,0,1101,7,Commercial,Tier2,No,1,1.0,2.6,24,Rainy,48.1
386,58,Female,HighSchool,14,Engineer,0,851,7,Commercial,Tier1,No,1,0.73,3.4,117,Rainy,49.4
387,54,Female,,16,Mason,1,816,8,Commercial,Tier1,Yes,1,0.62,3.8,112,Rainy,30.2
388,18,Male,Degree,7,Mason,0,1456,6,Commercial,Tier3,Yes,2,0.77,2.9,75,Extreme,49.5
389,47,Male,Diploma,6,Electrician,0,421,8,Residential,Tier2,No,3,0.94,3.6,13,Rainy,31.6
390,21,Female,,2,Electrician,1,1417,8,Residential,Tier3,Yes,0,0.8,4.3,84,Rainy,34.8
391,58,Male,HighSchool,7,Electrician,1,958,10,Infrastructure,Tier3,No,0,0.74,4.5,120,Normal,51.5
392,59,Female,Diploma,7,Supervisor,1,1088,6,Infrastructure,Tier3,No,0,0.97,2.7,79,Normal,51.3
393,48,Male,Degree,8,Engineer,0,1184,10,Infrastructure,Tier3,Yes,1,0.81,4.5,14,Normal,45.0
394,41,Male,Diploma,0,Mason,0,637,8,Residential,Tier2,Yes,1,0.84,4.7,45,Normal,35.4
395,57,Female,Diploma,7,Mason,1,786,7,Infrastructure,Tier1,Yes,0,0.79,3.4,111,Normal,39.3
396,26,Male,Degree,5,Supervisor,0,428,10,Commercial,Tier1,No,2,0.78,5.0,47,Extreme,48.3
397,59,Female,HighSchool,8,Supervisor,0,457,7,Infrastructure,Tier1,No,0,0.88,4.6,57,Normal,41.4
398,28,Male,,8,Engineer,1,1095,8,Residential,Tier1,Yes,0,0.72,3.4,17,Extreme,57.8
399,21,Male,HighSchool,12,Engineer,1,1154,8,Residential,Tier1,No,1,0.72,2.8,84,Normal,42.2
400,44,Male,HighSchool,11,Supervisor,0,628,10,Infrastructure,Tier3,Yes,2,0.9,3.2,93,Rainy,41.1
401,55,Male,,14,Supervisor,1,437,6,Commercial,Tier3,Yes,0,0.91,4.9,70,Rainy,49.0
402,26,Male,Diploma,5,Supervisor,1,603,8,Residential,Tier1,Yes,0,0.95,3.0,94,Extreme,63.9
403,44,Female,,12,Mason,0,515,9,Commercial,Tier1,No,2,0.68,2.9,113,Normal,35.0
404,38,Female,Degree,0,Supervisor,1,1488,8,Infrastructure,Tier2,Yes,2,0.77,4.7,45,Rainy,27.4
405,29,Male,Diploma,18,Engineer,1,939,10,Commercial,Tier3,No,2,0.85,2.7,52,Rainy,41.0
406,33,Female,,0,Supervisor,1,734,10,Residential,Tier3,No,3,0.98,3.2,45,Rainy,30.2
407,35,Female,Diploma,14,Engineer,0,1152,10,Infrastructure,Tier3,No,3,0.92,3.3,65,Extreme,15.6
408,30,Female,Degree,5,Engineer,1,1372,9,Infrastructure,Tier3,Yes,3,0.69,3.2,117,Rainy,31.3
409,42,Female,,10,Supervisor,1,687,6,Residential,Tier3,Yes,3,0.77,2.8,53,Extreme,22.6
410,31,Male,Degree,9,Engineer,0,1130,8,Commercial,Tier2,No,0,0.64,2.7,96,Normal,59.1
411,45,Male,,7,Engineer,1,1477,9,Infrastructure,Tier1,No,0,0.76,4.7,74,Normal,62.3
412,22,Male,Diploma,11,Electrician,1,744,9,Residential,Tier3,No,1,0.71,3.8,88,Normal,33.3
413,44,Male,HighSchool,11,Mason,1,1192,9,Infrastructure,Tier3,No,3,0.96,3.4,53,Normal,27.1
414,26,Female,Degree,4,Mason,0,869,8,Residential,Tier3,Yes,1,0.88,3.6,67,Normal,42.0
415,28,Male,Diploma,3,Electrician,0,763,9,Residential,Tier2,Yes,0,0.9,3.1,23,Rainy,45.9
416,43,Female,,17,Supervisor,0,526,9,Residential,Tier1,Yes,1,0.7,4.9,106,Extreme,30.5
417,49,Female,,19,Mason,1,825,6,Infrastructure,Tier1,No,1,0.94,3.5,100,Extreme,53.9
418,45,Female,Degree,5,Supervisor,1,1460,7,Infrastructure,Tier1,Yes,2,0.78,4.7,24,Normal,29.5
419,25,Male,Diploma,7,Engineer,0,691,8,Infrastructure,Tier1,Yes,0,0.88,4.1,24,Extreme,53.9
420,32,Male,Diploma,14,Mason,0,607,6,Commercial,Tier1,No,3,0.66,4.2,105,Rainy,45.2
421,19,Male,,7,Electrician,0,622,10,Residential,Tier3,No,0,0.92,4.4,114,Extreme,51.9
422,43,Male,HighSchool,7,Engineer,1,1354,8,Infrastructure,Tier2,Yes,3,0.88,3.7,55,Extreme,43.9
423,54,Male,Diploma,5,Electrician,1,982,6,Commercial,Tier1,No,1,0.6,4.2,106,Rainy,36.9
424,31,Female,HighSchool,4,Supervisor,0,1078,6,Commercial,Tier2,No,0,0.75,4.6,111,Extreme,43.6
425,40,Female,HighSchool,7,Supervisor,0,742,10,Commercial,Tier3,Yes,2,0.86,2.9,69,Rainy,25.5
426,26,Male,Diploma,9,Engineer,0,1331,8,Infrastructure,Tier1,Yes,3,0.84,3.7,10,Extreme,46.9
427,36,Female,HighSchool,16,Supervisor,0,1056,8,Commercial,Tier2,Yes,1,0.92,2.8,86,Extreme,50.6
428,33,Male,,6,Engineer,1,611,8,Commercial,Tier2,No,0,0.86,3.6,111,Extreme,44.4
429,27,Female,HighSchool,7,Electrician,0,1012,6,Commercial,Tier2,No,0,0.67,2.8,32,Extreme,47.7
430,56,Female,HighSchool,11,Supervisor,0,953,9,Commercial,Tier1,Yes,2,0.85,3.3,110,Rainy,41.3
431,29,Male,,1,Mason,1,426,9,Residential,Tier2,Yes,2,0.66,4.0,40,Extreme,30.5
432,24,Female,Diploma,17,Mason,1,603,6,Commercial,Tier2,No,0,0.72,2.9,115,Normal,45.7
433,42,Female,,6,Engineer,1,795,10,Residential,Tier1,No,3,0.69,4.1,86,Rainy,22.2
434,46,Male,Diploma,10,Electrician,0,873,9,Residential,Tier1,No,0,0.89,4.7,101,Rainy,57.0
435,28,Female,Degree,6,Mason,0,567,8,Residential,Tier3,No,2,0.92,4.6,110,Normal,39.0
436,21,Female,Degree,14,Supervisor,1,481,8,Residential,Tier2,No,0,0.78,4.8,99,Normal,48.2
437,41,Male,Diploma,17,Mason,1,516,8,Commercial,Tier2,No,1,0.69,4.5,61,Normal,49.1
438,35,Male,Diploma,17,Electrician,0,507,10,Infrastructure,Tier2,Yes,3,0.97,4.0,16,Normal,37.1
439,59,Male,HighSchool,20,Electrician,0,872,9,Commercial,Tier3,Yes,2,0.69,2.8,93,Rainy,43.6
440,42,Male,HighSchool,1,Supervisor,0,907,8,Residential,Tier1,Yes,1,0.93,3.2,26,Extreme,49.9
441,53,Male,,2,Electrician,0,754,7,Infrastructure,Tier2,Yes,3,0.77,4.3,88,Rainy,23.0
442,58,Male,Diploma,18,Engineer,1,1081,10,Infrastructure,Tier1,No,2,0.95,3.8,23,Extreme,59.0
443,53,Male,Diploma,12,Engineer,1,1054,6,Residential,Tier2,Yes,1,0.75,3.3,75,Rainy,36.8
444,25,Male,Degree,11,Engineer,1,683,10,Commercial,Tier1,No,1,0.94,3.2,79,Rainy,60.5
445,41,Female,Degree,9,Mason,1,1396,7,Residential,Tier3,Yes,0,0.83,4.3,47,Rainy,43.3
446,50,Male,,2,Supervisor,0,739,10,Residential,Tier2,No,0,0.62,4.5,60,Rainy,46.4
447,58,Male,,16,Supervisor,0,419,9,Infrastructure,Tier3,No,1,0.63,2.6,115,Extreme,32.4
448,31,Female,Degree,0,Engineer,1,1109,8,Infrastructure,Tier3,Yes,0,0.88,3.5,76,Extreme,51.2
449,47,Female,Diploma,8,Mason,0,1024,10,Infrastructure,Tier3,Yes,1,0.96,4.3,79,Extreme,45.4
450,25,Male,Diploma,17,Engineer,1,1443,10,Residential,Tier3,Yes,1,0.85,4.3,51,Normal,44.3
451,24,Male,HighSchool,13,Electrician,1,1070,6,Infrastructure,Tier3,Yes,2,0.69,4.5,73,Rainy,26.3
452,23,Male,HighSchool,13,Engineer,1,1413,8,Infrastructure,Tier2,Yes,3,0.82,3.3,84,Rainy,33.7
453,58,Female,Degree,17,Mason,1,678,8,Residential,Tier1,Yes,3,0.87,4.4,109,Extreme,44.9
454,54,Female,Degree,12,Supervisor,0,947,10,Residential,Tier3,Yes,1,0.64,4.7,64,Rainy,40.8
455,44,Male,,8,Supervisor,1,1217,10,Infrastructure,Tier2,Yes,0,0.93,3.0,52,Rainy,49.2
456,54,Female,Diploma,18,Mason,0,510,10,Residential,Tier2,Yes,3,0.68,4.2,113,Extreme,33.6
457,51,Female,HighSchool,16,Supervisor,1,665,9,Infrastructure,Tier3,Yes,0,0.67,4.9,80,Rainy,30.8
458,51,Male,Degree,18,Mason,1,695,10,Infrastructure,Tier1,No,2,0.75,4.7,87,Rainy,51.6
459,60,Female,Degree,8,Mason,1,640,7,Residential,Tier1,No,3,0.67,4.4,29,Rainy,23.4
460,57,Female,Degree,6,Engineer,0,1015,8,Infrastructure,Tier3,Yes,1,0.95,4.3,119,Normal,46.8
461,52,Female,HighSchool,2,Mason,1,849,7,Commercial,Tier3,No,3,0.61,4.0,105,Extreme,18.6
462,21,Female,Diploma,7,Mason,1,1069,7,Infrastructure,Tier2,Yes,1,0.8,3.6,61,Extreme,44.7
463,52,Female,Degree,5,Mason,0,711,10,Commercial,Tier3,Yes,3,0.63,2.6,105,Rainy,33.3
464,26,Male,Degree,7,Engineer,1,1409,10,Infrastructure,Tier2,No,3,0.7,3.9,25,Rainy,34.1
465,32,Male,Diploma,0,Mason,1,831,8,Commercial,Tier3,Yes,3,0.9,2.6,50,Normal,26.6
466,25,Male,HighSchool,1,Electrician,1,901,10,Commercial,Tier3,No,3,0.76,2.8,75,Normal,26.9
467,49,Male,HighSchool,8,Supervisor,0,1227,10,Infrastructure,Tier3,Yes,0,0.93,3.6,87,Extreme,48.8
468,56,Male,Degree,2,Supervisor,1,599,10,Residential,Tier2,No,1,0.91,4.6,41,Extreme,62.4
469,57,Male,,5,Supervisor,1,930,8,Commercial,Tier1,No,3,0.61,4.6,99,Rainy,23.5
470,41,Male,HighSchool,20,Engineer,0,1401,10,Residential,Tier3,No,0,0.81,3.9,116,Rainy,61.2
471,54,Male,HighSchool,16,Mason,1,927,10,Residential,Tier1,Yes,2,0.82,3.8,28,Extreme,47.0
472,57,Male,Degree,15,Mason,1,1175,9,Residential,Tier1,No,3,0.79,2.6,26,Rainy,43.9
473,28,Male,Diploma,1,Engineer,0,947,9,Residential,Tier3,No,2,0.88,4.3,14,Normal,23.7
474,44,Female,,10,Supervisor,0,410,6,Infrastructure,Tier2,No,0,0.82,4.3,49,Normal,43.6
