candidate_id,gender,age_group,v_age,group_identity,education_level,department,job_level,university_tier,zip_group,gender_code,grp_identity,age_group_code,education_code,department_code,job_level_code,university_tier_code,zip_group_code,referral_flag,years_experience,interview_score_pct,num_prev_jobs,gpa,hiring_decision_hired,dataset_category
CAND-00741,Male,40-49,42,Minority_Class,Bachelor,Sales,Junior,Tier3,Suburban,0.0,1.0,2,2,4,0,2.0,2,0,14,48.9,1,2.41,0,recruitment and hiring data
CAND-00742,Male,20-29,22,Majority_Class,Bachelor,Sales,Mid,Tier1,Urban_Mid,0.0,0.0,0,2,4,1,0.0,1,1,0,52.7,3,2.43,0,recruitment and hiring data
CAND-00743,Female,40-49,47,Minority_Class,High School,Engineering,Senior,Tier2,Urban_High,1.0,1.0,2,0,0,2,1.0,0,0,14,58.0,2,3.31,0,recruitment and hiring data
CAND-00744,Male,30-39,33,Majority_Class,Associate,Engineering,Lead,Tier1,Urban_Mid,0.0,0.0,1,1,0,3,0.0,1,0,8,77.4,1,2.82,1,recruitment and hiring data
CAND-00745,Male,30-39,37,Majority_Class,Bachelor,Sales,Junior,Tier1,Urban_High,0.0,0.0,1,2,4,0,0.0,0,0,12,76.6,1,2.8,0,recruitment and hiring data
CAND-00746,Female,40-49,44,Minority_Class,Bachelor,Legal,Mid,Unranked,Urban_Mid,1.0,1.0,2,2,6,1,3.0,1,0,14,73.0,4,2.61,0,recruitment and hiring data
CAND-00747,Male,20-29,22,Majority_Class,Bachelor,Finance,Junior,Tier1,Urban_High,0.0,0.0,0,2,2,0,0.0,0,0,0,52.9,1,3.25,0,recruitment and hiring data
CAND-00748,Female,40-49,43,Majority_Class,Master,Engineering,Mid,Tier2,Suburban,1.0,0.0,2,3,0,1,1.0,2,1,11,58.3,2,3.2,0,recruitment and hiring data
CAND-00749,Female,30-39,33,Majority_Class,Associate,Engineering,Junior,Tier2,Suburban,1.0,0.0,1,1,0,0,1.0,2,0,10,75.8,5,3.15,1,recruitment and hiring data
CAND-00750,Female,40-49,47,Minority_Class,High School,Marketing,Lead,Tier3,Rural,1.0,1.0,2,0,1,3,2.0,3,0,15,39.8,3,2.84,0,recruitment and hiring data
CAND-00751,Male,20-29,25,Majority_Class,Bachelor,HR,Junior,Tier3,Urban_Mid,0.0,0.0,0,2,3,0,2.0,1,0,1,59.5,1,2.76,1,recruitment and hiring data
CAND-00752,Non-Binary,40-49,46,Majority_Class,Bachelor,Marketing,Mid,Tier3,Suburban,,0.0,2,2,1,1,2.0,2,0,18,65.2,7,3.03,0,recruitment and hiring data
CAND-00753,Female,20-29,28,Majority_Class,Bachelor,Finance,Mid,Unranked,Urban_Mid,1.0,0.0,0,2,2,1,3.0,1,0,3,40.5,0,3.53,0,recruitment and hiring data
CAND-00754,Male,30-39,35,Majority_Class,Master,Legal,Lead,Tier3,Urban_Mid,0.0,0.0,1,3,6,3,2.0,1,1,12,70.1,4,3.81,1,recruitment and hiring data
CAND-00755,Male,20-29,22,Majority_Class,Master,HR,Senior,Tier3,Urban_Mid,0.0,0.0,0,3,3,2,2.0,1,0,0,83.6,2,3.6,1,recruitment and hiring data
CAND-00756,Female,40-49,42,Minority_Class,Associate,Legal,Junior,Tier3,Rural,1.0,1.0,2,1,6,0,2.0,3,0,11,75.7,2,3.33,0,recruitment and hiring data
CAND-00757,Female,20-29,22,Minority_Class,PhD,Sales,Junior,Tier3,Urban_High,1.0,1.0,0,4,4,0,,0,0,2,58.9,3,3.54,0,recruitment and hiring data
CAND-00758,Female,50-59,59,Majority_Class,Associate,Legal,Mid,Tier2,Urban_High,1.0,0.0,3,1,6,1,,0,0,26,70.8,5,2.57,0,recruitment and hiring data
CAND-00759,Female,50-59,51,Majority_Class,Bachelor,Finance,Mid,Tier1,Urban_High,,0.0,3,2,2,1,0.0,0,1,17,40.4,2,2.78,1,recruitment and hiring data
CAND-00760,Female,20-29,20,Majority_Class,Master,Finance,Junior,Tier2,Urban_High,1.0,0.0,0,3,2,0,1.0,0,0,0,64.3,4,3.34,1,recruitment and hiring data
CAND-00761,Male,40-49,49,Majority_Class,Master,Marketing,Senior,Tier2,Urban_Mid,0.0,0.0,2,3,1,2,1.0,1,1,18,61.3,4,3.05,1,recruitment and hiring data
CAND-00762,Male,20-29,20,Minority_Class,Bachelor,HR,Junior,Tier2,Suburban,0.0,1.0,0,2,3,0,1.0,2,0,0,63.2,5,3.25,1,recruitment and hiring data
CAND-00763,Male,30-39,33,Majority_Class,Bachelor,Finance,Manager,Tier2,Suburban,0.0,0.0,1,2,2,4,1.0,2,1,7,66.2,1,3.54,0,recruitment and hiring data
CAND-00764,Female,40-49,42,Majority_Class,Bachelor,HR,Junior,Tier1,Urban_High,1.0,0.0,2,2,3,0,0.0,0,1,13,65.7,3,3.47,1,recruitment and hiring data
CAND-00765,Male,40-49,44,Minority_Class,Associate,Legal,Junior,Tier3,Suburban,0.0,1.0,2,1,6,0,2.0,2,0,11,47.6,6,2.61,0,recruitment and hiring data
CAND-00766,Female,40-49,48,Majority_Class,High School,Operations,Mid,Unranked,Urban_High,1.0,0.0,2,0,5,1,3.0,0,0,15,49.2,1,3.11,0,recruitment and hiring data
CAND-00767,Female,30-39,37,Minority_Class,Bachelor,Legal,Mid,Tier3,Urban_High,1.0,1.0,1,2,6,1,2.0,0,0,15,57.9,2,,0,recruitment and hiring data
CAND-00768,Female,30-39,38,Majority_Class,Bachelor,Sales,Junior,Tier1,Suburban,1.0,0.0,1,2,4,0,0.0,2,1,11,39.7,5,2.75,0,recruitment and hiring data
CAND-00769,Male,20-29,24,Minority_Class,Bachelor,HR,Senior,Tier2,Suburban,0.0,1.0,0,2,3,2,1.0,2,0,4,66.6,3,2.33,0,recruitment and hiring data
CAND-00770,Female,40-49,47,Minority_Class,Associate,Marketing,Mid,Unranked,Suburban,1.0,1.0,2,1,1,1,3.0,2,0,18,71.0,9,3.16,0,recruitment and hiring data
CAND-00771,Male,30-39,33,Minority_Class,Master,Legal,Junior,Unranked,Urban_Mid,0.0,1.0,1,3,6,0,3.0,1,0,10,81.7,5,2.3,0,recruitment and hiring data
CAND-00772,Female,40-49,44,Minority_Class,Associate,Marketing,Lead,Unranked,Rural,1.0,,2,1,1,3,3.0,3,1,16,62.2,2,3.28,0,recruitment and hiring data
CAND-00773,Male,20-29,22,Majority_Class,Master,Finance,Manager,Tier1,Suburban,0.0,0.0,0,3,2,4,0.0,2,0,0,87.6,2,3.71,1,recruitment and hiring data
CAND-00774,Male,30-39,34,Majority_Class,Bachelor,HR,Senior,Tier2,Urban_Mid,0.0,0.0,1,2,3,2,1.0,1,0,9,64.6,2,3.34,0,recruitment and hiring data
CAND-00775,Female,30-39,32,Majority_Class,Bachelor,Legal,Senior,Unranked,Rural,1.0,0.0,1,2,6,2,3.0,3,1,4,45.9,0,3.12,0,recruitment and hiring data
CAND-00776,Male,20-29,24,Majority_Class,Master,Marketing,Junior,Tier2,Urban_High,0.0,0.0,0,3,1,0,1.0,0,1,3,64.3,2,3.79,1,recruitment and hiring data
CAND-00777,Male,30-39,34,Majority_Class,Bachelor,Engineering,Junior,Tier1,Urban_Mid,0.0,0.0,1,2,0,0,0.0,1,0,8,62.5,5,3.25,0,recruitment and hiring data
CAND-00778,Female,50-59,55,Majority_Class,Associate,Marketing,Mid,Tier1,Rural,1.0,0.0,3,1,1,1,0.0,3,0,23,67.2,4,2.71,0,recruitment and hiring data
CAND-00779,Female,50-59,58,Majority_Class,Bachelor,Sales,Manager,Unranked,Urban_Mid,1.0,0.0,3,2,4,4,3.0,1,0,24,64.2,3,3.16,0,recruitment and hiring data
CAND-00780,Female,30-39,30,Majority_Class,Bachelor,Engineering,Mid,Tier2,Urban_Mid,,0.0,1,2,0,1,1.0,1,0,7,63.4,2,3.98,0,recruitment and hiring data
CAND-00781,Female,30-39,39,Majority_Class,Bachelor,HR,Junior,Unranked,Urban_High,1.0,0.0,1,2,3,0,3.0,0,0,11,72.6,0,2.61,0,recruitment and hiring data
CAND-00782,Female,20-29,25,Minority_Class,Bachelor,Operations,Mid,Tier2,Urban_Mid,1.0,1.0,0,2,5,1,1.0,1,0,0,55.8,3,2.48,0,recruitment and hiring data
CAND-00783,Male,50-59,50,Majority_Class,Master,Finance,Junior,Tier3,Urban_High,0.0,0.0,3,3,2,0,2.0,0,1,15,71.5,3,3.38,1,recruitment and hiring data
CAND-00784,Male,20-29,25,Majority_Class,Bachelor,Engineering,Junior,Tier1,Urban_Mid,0.0,0.0,0,2,0,0,0.0,1,1,0,68.4,1,3.0,0,recruitment and hiring data
CAND-00785,Male,60+,61,Majority_Class,High School,Marketing,Mid,Tier1,Urban_High,0.0,0.0,4,0,1,1,0.0,0,1,29,66.4,3,2.86,0,recruitment and hiring data
CAND-00786,Female,30-39,37,Majority_Class,Master,Legal,Mid,Tier2,Urban_High,1.0,0.0,1,3,6,1,1.0,0,0,12,60.2,4,2.53,0,recruitment and hiring data
CAND-00787,Female,30-39,32,Minority_Class,Bachelor,Legal,Junior,Tier3,Suburban,1.0,1.0,1,2,6,0,2.0,2,0,7,45.7,4,2.22,0,recruitment and hiring data
CAND-00788,Male,50-59,59,Majority_Class,Bachelor,Finance,Junior,Tier3,Suburban,0.0,0.0,3,2,2,0,2.0,2,0,26,62.0,1,2.44,0,recruitment and hiring data
CAND-00789,Male,20-29,25,Majority_Class,Bachelor,Operations,Mid,Unranked,Suburban,0.0,0.0,0,2,5,1,3.0,2,0,5,62.7,2,3.83,0,recruitment and hiring data
CAND-00790,Non-Binary,40-49,45,Minority_Class,Bachelor,Operations,Senior,Tier1,Rural,2.0,1.0,2,2,5,2,0.0,3,0,16,53.8,4,3.1,0,recruitment and hiring data
CAND-00791,Male,30-39,33,Majority_Class,Bachelor,Finance,Mid,Tier1,Urban_Mid,0.0,0.0,1,2,2,1,0.0,1,0,9,48.7,5,2.22,0,recruitment and hiring data
CAND-00792,Female,20-29,24,Majority_Class,Bachelor,Finance,Senior,Tier2,Urban_Mid,1.0,0.0,0,2,2,2,1.0,1,0,1,54.3,6,3.63,0,recruitment and hiring data
CAND-00793,Male,30-39,31,Majority_Class,Associate,Finance,Junior,Tier3,Suburban,0.0,0.0,1,1,2,0,2.0,2,0,5,59.3,3,3.66,0,recruitment and hiring data
CAND-00794,Female,40-49,49,Minority_Class,PhD,HR,Junior,Unranked,Urban_High,1.0,1.0,2,4,3,0,3.0,0,0,18,44.9,3,3.65,0,recruitment and hiring data
CAND-00795,Male,40-49,49,Majority_Class,Master,HR,Lead,Tier2,Urban_Mid,0.0,0.0,2,3,3,3,1.0,1,0,24,48.9,3,2.91,1,recruitment and hiring data
CAND-00796,Female,20-29,27,Majority_Class,Bachelor,HR,Mid,Tier3,Urban_Mid,1.0,0.0,0,2,3,1,2.0,1,0,0,35.9,4,2.98,0,recruitment and hiring data
CAND-00797,Non-Binary,50-59,59,Majority_Class,Master,Legal,Mid,Tier1,Urban_Mid,2.0,,3,3,6,1,0.0,1,1,26,66.0,1,3.16,1,recruitment and hiring data
CAND-00798,Female,20-29,26,Majority_Class,Bachelor,Marketing,Manager,Tier1,Urban_High,,0.0,0,2,1,4,0.0,0,1,0,72.7,4,3.73,0,recruitment and hiring data
CAND-00799,Female,20-29,29,Majority_Class,Associate,HR,Mid,Tier2,Urban_High,1.0,0.0,0,1,3,1,1.0,0,1,3,61.2,1,2.85,0,recruitment and hiring data
CAND-00800,Non-Binary,20-29,25,Majority_Class,Associate,Finance,Junior,Tier3,Urban_Mid,2.0,0.0,0,1,2,0,2.0,1,1,4,57.6,4,2.76,0,recruitment and hiring data
CAND-00801,Female,20-29,26,Majority_Class,High School,Engineering,Lead,Tier2,Urban_High,1.0,0.0,0,0,0,3,1.0,0,1,0,44.3,3,3.41,0,recruitment and hiring data
CAND-00802,Male,20-29,20,Minority_Class,Master,Engineering,Junior,Tier3,Rural,0.0,1.0,0,3,0,0,2.0,3,0,0,38.5,1,3.64,0,recruitment and hiring data
CAND-00803,Female,60+,64,Minority_Class,Bachelor,Operations,Senior,Tier3,Rural,1.0,1.0,4,2,5,2,2.0,3,1,34,60.6,6,3.08,0,recruitment and hiring data
CAND-00804,Female,30-39,36,Majority_Class,Bachelor,Engineering,Mid,Tier2,Urban_Mid,1.0,0.0,1,2,0,1,1.0,1,0,10,68.4,2,3.4,0,recruitment and hiring data
CAND-00805,Male,20-29,20,Minority_Class,Associate,Engineering,Mid,Unranked,Rural,0.0,1.0,0,1,0,1,3.0,3,1,1,55.0,1,3.15,1,recruitment and hiring data
CAND-00806,Female,20-29,21,Majority_Class,Bachelor,Engineering,Mid,Tier2,Suburban,1.0,0.0,0,2,0,1,1.0,2,0,0,73.7,7,2.99,1,recruitment and hiring data
CAND-00807,Non-Binary,40-49,48,Majority_Class,Bachelor,Operations,Mid,Tier1,Urban_High,2.0,0.0,2,2,5,1,0.0,0,1,19,54.2,4,2.73,0,recruitment and hiring data
CAND-00808,Non-Binary,50-59,52,Minority_Class,Master,Sales,Senior,Unranked,Suburban,2.0,,3,3,4,2,3.0,2,1,22,75.5,3,2.58,0,recruitment and hiring data
CAND-00809,Male,20-29,25,Minority_Class,PhD,Legal,Lead,Tier3,Urban_Mid,0.0,1.0,0,4,6,3,2.0,1,0,0,55.6,5,2.82,0,recruitment and hiring data
CAND-00810,Male,20-29,26,Minority_Class,Bachelor,Engineering,Junior,Tier3,Suburban,0.0,1.0,0,2,0,0,,2,0,1,33.0,3,2.66,0,recruitment and hiring data
CAND-00811,Non-Binary,20-29,28,Majority_Class,Bachelor,Engineering,Senior,Unranked,Urban_High,2.0,0.0,0,2,0,2,3.0,0,0,7,70.0,2,3.23,0,recruitment and hiring data
CAND-00812,Female,20-29,24,Minority_Class,Bachelor,Engineering,Junior,Tier2,Rural,1.0,1.0,0,2,0,0,1.0,3,0,1,49.9,2,3.65,0,recruitment and hiring data
CAND-00813,Male,20-29,23,Majority_Class,Master,Legal,Junior,Tier2,Urban_Mid,0.0,0.0,0,3,6,0,1.0,1,1,0,46.5,4,3.19,1,recruitment and hiring data
CAND-00814,Non-Binary,30-39,31,Minority_Class,Associate,Operations,Manager,Tier3,Urban_High,2.0,1.0,1,1,5,4,2.0,0,0,5,68.3,2,2.69,0,recruitment and hiring data
CAND-00815,Female,20-29,22,Minority_Class,Bachelor,Marketing,Mid,Tier2,Rural,1.0,1.0,0,2,1,1,1.0,3,0,0,50.3,1,3.48,0,recruitment and hiring data
CAND-00816,Male,30-39,34,Majority_Class,Master,Sales,Junior,Tier3,Suburban,0.0,0.0,1,3,4,0,2.0,2,1,5,48.0,3,3.23,0,recruitment and hiring data
CAND-00817,Female,20-29,21,Minority_Class,High School,Legal,Mid,Tier3,Rural,1.0,1.0,0,0,6,1,2.0,3,0,0,76.7,2,3.32,0,recruitment and hiring data
CAND-00818,Male,60+,63,Majority_Class,Bachelor,Engineering,Junior,Tier3,Suburban,0.0,0.0,4,2,0,0,2.0,2,0,29,62.5,5,2.87,1,recruitment and hiring data
CAND-00819,Male,50-59,50,Majority_Class,Bachelor,Operations,Mid,Tier3,Suburban,0.0,0.0,3,2,5,1,2.0,2,1,16,47.8,6,3.61,1,recruitment and hiring data
CAND-00820,Male,30-39,33,Majority_Class,Associate,Operations,Senior,Tier1,Urban_Mid,0.0,0.0,1,1,5,2,0.0,1,0,8,59.4,2,3.61,1,recruitment and hiring data
CAND-00821,Female,30-39,36,Majority_Class,Bachelor,HR,Lead,Tier3,Urban_High,1.0,0.0,1,2,3,3,2.0,0,0,7,86.6,4,3.02,1,recruitment and hiring data
CAND-00822,Male,30-39,32,Minority_Class,Bachelor,Legal,Junior,Unranked,Urban_Mid,0.0,1.0,1,2,6,0,3.0,1,1,7,66.3,2,,0,recruitment and hiring data
CAND-00823,Male,30-39,39,Minority_Class,Bachelor,Legal,Junior,Unranked,Urban_Mid,0.0,1.0,1,2,6,0,3.0,1,1,17,57.3,1,3.6,0,recruitment and hiring data
CAND-00824,Male,40-49,47,Majority_Class,Associate,Marketing,Junior,Tier2,Urban_Mid,0.0,,2,1,1,0,1.0,1,0,17,71.0,4,2.89,0,recruitment and hiring data
CAND-00825,Female,30-39,35,Minority_Class,PhD,Operations,Junior,Tier3,Suburban,1.0,1.0,1,4,5,0,,2,0,6,55.5,4,3.06,0,recruitment and hiring data
CAND-00826,Female,50-59,55,Minority_Class,High School,Operations,Manager,Tier1,Urban_Mid,1.0,1.0,3,0,5,4,0.0,1,0,23,54.9,5,3.14,0,recruitment and hiring data
CAND-00827,Male,60+,60,Majority_Class,Master,Sales,Lead,Tier3,Urban_High,0.0,0.0,4,3,4,3,2.0,0,1,27,57.1,3,2.61,0,recruitment and hiring data
CAND-00828,Male,30-39,34,Minority_Class,High School,HR,Senior,Tier3,Suburban,0.0,1.0,1,0,3,2,2.0,2,1,6,75.2,3,3.3,1,recruitment and hiring data
CAND-00829,Female,30-39,32,Majority_Class,Bachelor,HR,Senior,Tier2,Urban_High,1.0,0.0,1,2,3,2,1.0,0,0,2,63.3,5,3.56,1,recruitment and hiring data
CAND-00830,Male,20-29,29,Minority_Class,Associate,Marketing,Lead,Tier2,Urban_High,,,0,1,1,3,1.0,0,0,2,82.1,2,3.04,1,recruitment and hiring data
CAND-00831,Male,20-29,20,Majority_Class,Associate,Operations,Junior,Tier2,Urban_Mid,0.0,0.0,0,1,5,0,1.0,1,0,0,68.7,2,3.25,0,recruitment and hiring data
CAND-00832,Male,30-39,37,Majority_Class,Associate,HR,Junior,Tier1,Urban_High,0.0,0.0,1,1,3,0,0.0,0,1,9,83.3,2,3.73,1,recruitment and hiring data
CAND-00833,Male,20-29,26,Majority_Class,Bachelor,Finance,Mid,Unranked,Rural,0.0,0.0,0,2,2,1,3.0,3,0,5,72.8,5,2.92,0,recruitment and hiring data
CAND-00834,Male,50-59,56,Minority_Class,Bachelor,Marketing,Lead,Unranked,Suburban,0.0,1.0,3,2,1,3,3.0,2,0,25,61.9,4,3.26,0,recruitment and hiring data
CAND-00835,Male,20-29,29,Majority_Class,Associate,Marketing,Mid,Tier1,Urban_Mid,0.0,0.0,0,1,1,1,0.0,1,1,5,63.4,4,2.84,0,recruitment and hiring data
CAND-00836,Male,30-39,39,Majority_Class,PhD,Finance,Mid,Tier2,Urban_High,0.0,0.0,1,4,2,1,1.0,0,0,7,86.9,4,2.83,1,recruitment and hiring data
CAND-00837,Female,40-49,49,Majority_Class,Bachelor,Marketing,Junior,Tier2,Urban_Mid,1.0,0.0,2,2,1,0,1.0,1,0,20,76.6,3,3.25,0,recruitment and hiring data
CAND-00838,Male,40-49,43,Minority_Class,Bachelor,HR,Senior,Unranked,Suburban,0.0,1.0,2,2,3,2,3.0,2,0,19,83.6,3,3.21,1,recruitment and hiring data
CAND-00839,Female,30-39,35,Majority_Class,Associate,HR,Lead,Tier3,Rural,1.0,0.0,1,1,3,3,2.0,3,1,11,48.9,4,3.35,0,recruitment and hiring data
CAND-00840,Female,50-59,58,Majority_Class,Bachelor,Legal,Mid,Unranked,Urban_Mid,1.0,0.0,3,2,6,1,3.0,1,1,23,38.5,1,3.13,1,recruitment and hiring data
CAND-00841,Male,30-39,32,Majority_Class,Master,HR,Senior,Tier2,Suburban,0.0,0.0,1,3,3,2,1.0,2,0,6,54.9,9,3.31,0,recruitment and hiring data
CAND-00842,Female,30-39,38,Majority_Class,Bachelor,Finance,Mid,Tier1,Urban_High,1.0,0.0,1,2,2,1,0.0,0,0,12,63.0,1,3.85,1,recruitment and hiring data
CAND-00843,Male,20-29,23,Minority_Class,Bachelor,Legal,Senior,Tier3,Suburban,0.0,1.0,0,2,6,2,2.0,2,0,4,57.3,5,3.58,0,recruitment and hiring data
CAND-00844,Non-Binary,30-39,34,Minority_Class,Bachelor,HR,Mid,Unranked,Urban_Mid,2.0,1.0,1,2,3,1,3.0,1,0,6,62.8,3,3.25,0,recruitment and hiring data
CAND-00845,Male,50-59,56,Majority_Class,Master,Finance,Mid,Tier1,Urban_High,0.0,0.0,3,3,2,1,0.0,0,0,22,59.6,2,3.33,1,recruitment and hiring data
CAND-00846,Male,40-49,45,Majority_Class,Associate,Finance,Mid,Tier1,Urban_Mid,0.0,0.0,2,1,2,1,0.0,1,0,15,43.8,3,2.97,1,recruitment and hiring data
CAND-00847,Male,50-59,59,Minority_Class,Bachelor,Finance,Junior,Unranked,Urban_Mid,,1.0,3,2,2,0,3.0,1,1,25,70.1,4,3.03,0,recruitment and hiring data
CAND-00848,Non-Binary,30-39,37,Majority_Class,Associate,Legal,Lead,Tier3,Suburban,2.0,0.0,1,1,6,3,2.0,2,1,12,62.9,3,3.32,0,recruitment and hiring data
CAND-00849,Male,20-29,27,Minority_Class,Bachelor,Marketing,Manager,Tier2,Rural,0.0,1.0,0,2,1,4,1.0,3,0,4,81.0,3,3.14,0,recruitment and hiring data
CAND-00850,Female,20-29,27,Minority_Class,Associate,Sales,Mid,Unranked,Urban_Mid,1.0,1.0,0,1,4,1,3.0,1,0,0,62.9,1,3.46,0,recruitment and hiring data
CAND-00851,Male,30-39,32,Minority_Class,Master,Operations,Junior,Tier2,Urban_Mid,0.0,1.0,1,3,5,0,1.0,1,1,5,74.4,3,3.67,1,recruitment and hiring data
CAND-00852,Female,40-49,49,Majority_Class,Master,Finance,Senior,Tier1,Urban_High,1.0,0.0,2,3,2,2,,0,1,17,51.2,3,3.05,0,recruitment and hiring data
CAND-00853,Male,40-49,45,Majority_Class,Bachelor,HR,Mid,Tier2,Urban_Mid,0.0,0.0,2,2,3,1,1.0,1,0,10,69.2,6,2.2,0,recruitment and hiring data
CAND-00854,Female,30-39,36,Minority_Class,Bachelor,Finance,Junior,Unranked,Suburban,1.0,1.0,1,2,2,0,3.0,2,0,12,70.7,2,,0,recruitment and hiring data
CAND-00855,Male,30-39,38,Majority_Class,Bachelor,Operations,Junior,Tier3,Urban_Mid,0.0,0.0,1,2,5,0,2.0,1,0,11,71.7,6,,0,recruitment and hiring data
CAND-00856,Male,30-39,39,Majority_Class,Bachelor,Engineering,Lead,Tier2,Urban_Mid,0.0,0.0,1,2,0,3,1.0,1,0,10,62.3,2,3.19,0,recruitment and hiring data
CAND-00857,Male,30-39,39,Majority_Class,Bachelor,Marketing,Senior,Tier1,Suburban,0.0,0.0,1,2,1,2,0.0,2,1,14,69.2,7,3.43,0,recruitment and hiring data
CAND-00858,Male,20-29,23,Minority_Class,High School,HR,Lead,Tier3,Urban_High,0.0,1.0,0,0,3,3,2.0,0,0,1,72.5,2,3.73,0,recruitment and hiring data
CAND-00859,Female,20-29,24,Majority_Class,PhD,Marketing,Mid,Tier2,Suburban,1.0,0.0,0,4,1,1,1.0,2,0,0,75.4,1,3.91,0,recruitment and hiring data
CAND-00860,Male,20-29,27,Majority_Class,Bachelor,Marketing,Senior,Unranked,Rural,0.0,0.0,0,2,1,2,3.0,3,0,5,58.3,2,2.94,0,recruitment and hiring data
CAND-00861,Female,20-29,20,Majority_Class,PhD,Engineering,Mid,Tier3,Urban_High,1.0,0.0,0,4,0,1,2.0,0,0,2,47.6,3,3.64,0,recruitment and hiring data
CAND-00862,Male,20-29,25,Majority_Class,High School,Finance,Mid,Tier1,Urban_Mid,0.0,0.0,0,0,2,1,0.0,1,1,1,55.0,3,3.19,0,recruitment and hiring data
CAND-00863,Female,20-29,23,Minority_Class,Bachelor,HR,Lead,Tier3,Suburban,1.0,1.0,0,2,3,3,2.0,2,0,0,62.7,1,4.0,0,recruitment and hiring data
CAND-00864,Male,40-49,44,Majority_Class,Associate,Sales,Manager,Tier1,Suburban,0.0,0.0,2,1,4,4,0.0,2,1,15,65.1,2,3.6,1,recruitment and hiring data
CAND-00865,Male,30-39,34,Majority_Class,Master,Marketing,Lead,Unranked,Urban_Mid,0.0,0.0,1,3,1,3,3.0,1,1,5,72.5,4,3.02,1,recruitment and hiring data
CAND-00866,Female,60+,61,Minority_Class,Bachelor,Operations,Senior,Tier1,Rural,1.0,1.0,4,2,5,2,0.0,3,1,27,71.0,5,2.74,0,recruitment and hiring data
CAND-00867,Male,20-29,27,Majority_Class,Master,Sales,Senior,Tier1,Urban_Mid,0.0,0.0,0,3,4,2,0.0,1,0,1,42.4,2,1.92,0,recruitment and hiring data
CAND-00868,Male,30-39,31,Majority_Class,Master,Sales,Senior,Tier2,Urban_Mid,0.0,0.0,1,3,4,2,1.0,1,1,6,59.2,1,3.4,1,recruitment and hiring data
CAND-00869,Female,30-39,33,Majority_Class,Bachelor,Legal,Lead,Tier1,Suburban,1.0,0.0,1,2,6,3,,2,0,8,63.5,3,3.55,0,recruitment and hiring data
CAND-00870,Non-Binary,20-29,24,Majority_Class,Bachelor,Finance,Mid,Tier2,Rural,2.0,,0,2,2,1,1.0,3,0,2,75.9,7,3.44,0,recruitment and hiring data
CAND-00871,Male,50-59,50,Majority_Class,Master,Sales,Junior,Tier2,Suburban,0.0,0.0,3,3,4,0,1.0,2,0,21,64.4,2,2.04,0,recruitment and hiring data
CAND-00872,Male,20-29,25,Majority_Class,Master,HR,Senior,Tier2,Rural,0.0,0.0,0,3,3,2,1.0,3,0,0,81.4,4,2.53,1,recruitment and hiring data
CAND-00873,Female,60+,61,Majority_Class,Bachelor,Finance,Lead,Tier2,Urban_High,1.0,0.0,4,2,2,3,1.0,0,0,27,67.6,5,3.32,0,recruitment and hiring data
CAND-00874,Male,50-59,54,Majority_Class,Master,Operations,Mid,Tier3,Urban_High,0.0,0.0,3,3,5,1,2.0,0,0,24,69.6,7,3.9,0,recruitment and hiring data
CAND-00875,Male,30-39,35,Majority_Class,Master,Sales,Senior,Tier2,Urban_Mid,0.0,0.0,1,3,4,2,1.0,1,0,6,63.7,4,3.08,0,recruitment and hiring data
CAND-00876,Male,30-39,37,Majority_Class,Bachelor,Finance,Junior,Unranked,Urban_High,0.0,0.0,1,2,2,0,3.0,0,0,14,64.7,1,3.59,0,recruitment and hiring data
CAND-00877,Female,40-49,48,Majority_Class,PhD,HR,Manager,Tier1,Suburban,1.0,0.0,2,4,3,4,0.0,2,0,15,65.0,3,2.63,0,recruitment and hiring data
CAND-00878,Female,30-39,35,Minority_Class,High School,Marketing,Senior,Tier2,Urban_Mid,1.0,1.0,1,0,1,2,1.0,1,0,13,58.7,1,3.19,0,recruitment and hiring data
CAND-00879,Male,40-49,44,Majority_Class,Bachelor,Engineering,Mid,Tier3,Urban_Mid,0.0,0.0,2,2,0,1,2.0,1,1,13,78.4,3,2.98,1,recruitment and hiring data
CAND-00880,Male,20-29,23,Majority_Class,Associate,Finance,Senior,Tier1,Suburban,0.0,0.0,0,1,2,2,,2,0,0,75.6,0,3.63,1,recruitment and hiring data
CAND-00881,Male,20-29,21,Majority_Class,Associate,Operations,Senior,Tier2,Urban_Mid,0.0,0.0,0,1,5,2,,1,0,0,79.4,3,,1,recruitment and hiring data
CAND-00882,Female,30-39,31,Majority_Class,Master,Engineering,Lead,Unranked,Urban_High,1.0,0.0,1,3,0,3,3.0,0,1,2,48.5,1,3.85,0,recruitment and hiring data
CAND-00883,Male,30-39,36,Majority_Class,Master,Legal,Lead,Tier2,Suburban,0.0,0.0,1,3,6,3,1.0,2,0,11,52.1,3,2.96,1,recruitment and hiring data
CAND-00884,Male,50-59,54,Majority_Class,Master,Marketing,Junior,Tier2,Suburban,0.0,0.0,3,3,1,0,1.0,2,0,24,70.9,4,2.62,1,recruitment and hiring data
CAND-00885,Female,20-29,26,Minority_Class,PhD,Operations,Junior,Unranked,Suburban,1.0,1.0,0,4,5,0,3.0,2,0,4,60.0,4,2.63,0,recruitment and hiring data
CAND-00886,Male,50-59,50,Majority_Class,Associate,HR,Lead,Tier1,Suburban,0.0,0.0,3,1,3,3,0.0,2,1,18,68.1,4,2.82,0,recruitment and hiring data
